item_id,item_name,category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,daily_sales,elasticity,restock_frequency_days,last_restock_date,next_restock_date,carbon_score,predicted_monthly_sales,predicted_daily_sales,days_until_restock,days_stock_lasts
WM2A08A2,Kellogg's Sausage,Perishable,Meat,10,4,396,235,3.99,3.99,38,0.33,2,2025-06-17,2025-06-19,5.0,1155.75,38.53,0,6.099143717758728
WME1E2C5,Campbell's Rice 12oz,Perishable,Grocery,458,95,420,203,8.99,8.99,67,0.0,10,2025-06-26,2025-07-06,6.34,2050.94,68.36,5,2.96957282310586
WM29DF92,Heinz Cheese,Perishable,Dairy,32,3,173,57,4.17,4.17,48,0.27,1,2025-06-21,2025-06-22,2.64,1424.67,47.49,0,1.2002526423545123
WM58C726,Barilla Bagels,Perishable,Bakery,30,29,242,179,3.94,3.94,10,0.57,1,2025-06-24,2025-06-25,2.57,821.61,27.39,0,6.535231982066048
WM7686FC,Uncle Ben's Croissants 16oz,Perishable,Bakery,35,14,77,24,4.07,4.07,49,0.72,1,2025-06-20,2025-06-21,0.0,1482.44,49.41,0,0.48573163477265263
WME935BA,Sara Lee Bagels,Perishable,Bakery,43,22,122,44,6.31,6.31,74,0.82,1,2025-06-25,2025-06-26,6.02,2215.03,73.83,0,0.5959636856123243
WME9019F,Organic Peppers 16oz,Perishable,Produce,14,6,187,168,6.87,6.87,30,1.33,2,2025-06-29,2025-07-01,5.15,909.28,30.31,0,5.542725270872143
WM1A0A07,Tyson Muffins,Perishable,Bakery,7,1,423,354,4.25,4.07,13,0.62,2,2025-06-21,2025-06-23,3.8,415.95,13.87,0,25.522711097393113
WM31F6F0,Barilla Beans 12oz,Non-Perishable,Grocery,350,64,198,94,5.48,5.48,55,0.65,10,2025-06-26,2025-07-06,4.93,1640.25,54.68,5,1.7190928945752466
WMDFAEDA,Tyson Croissants,Perishable,Bakery,24,7,161,150,9.36,9.36,23,1.2,2,2025-06-25,2025-06-27,1.02,722.17,24.07,0,6.2318239261238775
WMB28AF0,Uncle Ben's Cereal Organic,Non-Perishable,Grocery,541,183,143,118,3.71,3.71,16,0.46,9,2025-06-27,2025-07-06,6.68,485.71,16.19,5,7.288449419860906
WMD0BD64,Barilla Sauce,Perishable,Grocery,647,555,315,138,2.99,2.99,32,0.57,7,2025-06-29,2025-07-06,4.45,991.65,33.06,5,4.174228501741364
WM0902AE,Kellogg's Bagels 12oz,Perishable,Bakery,26,8,245,129,2.27,2.27,21,0.32,2,2025-07-01,2025-07-03,4.78,614.06,20.47,2,6.301905438552763
WM3D6FF6,Heinz Batteries,Perishable,Electronics,417,34,355,265,58.29,45.94,4,20.85,8,2025-06-21,2025-06-29,6.87,123.39,4.11,0,64.47688355022075
WM0F430D,Organic Sauce Organic,Perishable,Grocery,316,19,254,169,2.23,2.23,61,0.3,7,2025-06-27,2025-07-04,5.46,1925.85,64.2,3,2.632398879025605
WM9B6182,Uncle Ben's Sauce,Perishable,Grocery,301,12,94,33,5.7,5.7,23,0.98,11,2025-06-17,2025-06-28,7.17,719.53,23.98,0,1.3761468152606346
WM0492D1,Fresh Apples,Perishable,Produce,10,9,135,31,7.21,7.21,30,1.46,2,2025-06-23,2025-06-25,0.0,898.93,29.96,0,1.0347129822198942
WM841982,Barilla Pasta 12oz,Perishable,Grocery,484,111,457,237,3.8,3.8,17,0.39,10,2025-06-22,2025-07-02,3.46,544.93,18.16,1,13.050660902608636
WM13676A,Barilla Beans 12oz,Perishable,Grocery,523,26,492,212,6.49,6.49,24,1.12,8,2025-06-23,2025-07-01,5.11,752.06,25.07,0,8.456322400505178
WM267007,Sara Lee Lotion,Perishable,Personal Care,402,44,284,81,19.92,19.92,27,5.62,8,2025-06-27,2025-07-05,2.48,828.95,27.63,4,2.9315961802494908
WM3E9786,Potatoes 12oz,Perishable,Produce,12,8,368,324,6.85,6.85,49,1.67,1,2025-06-17,2025-06-18,3.82,1457.62,48.59,0,6.668038670148961
WME5966B,Del Monte Toothpaste 16oz,Perishable,Personal Care,714,506,187,158,16.27,16.27,39,3.42,12,2025-06-20,2025-07-02,3.64,1184.53,39.48,1,4.002026388854668
WM3C5AD8,Heinz Yogurt,Perishable,Dairy,5,3,394,390,5.49,5.49,38,0.49,1,2025-06-23,2025-06-24,7.11,1130.57,37.69,0,10.347572677374067
WM0ACD0E,Tyson Bagels 12oz,Perishable,Bakery,42,26,131,83,6.95,6.95,33,1.39,1,2025-06-22,2025-06-23,7.7,1016.79,33.89,0,2.4491000736149915
WM1DD59A,Fresh Onions 16oz,Perishable,Produce,3,3,140,137,5.17,5.17,70,1.07,1,2025-07-01,2025-07-02,2.88,2075.16,69.17,1,1.980627492072246
WMA3EDCE,Del Monte Yogurt 16oz,Perishable,Dairy,12,3,183,98,3.97,3.97,18,0.22,2,2025-06-30,2025-07-02,5.07,505.3,16.84,1,5.8194773819488255
WM131738,Sara Lee Rolls,Perishable,Bakery,27,5,147,44,3.58,3.58,65,0.46,2,2025-06-27,2025-06-29,7.56,1980.82,66.03,0,0.6663637863612352
WM2CEF6B,Great Value Sauce 16oz,Perishable,Grocery,627,34,194,111,1.08,1.08,9,0.15,8,2025-06-23,2025-07-01,1.76,287.76,9.59,0,11.57455664586682
WM349EB1,Great Value Charger 16oz,Perishable,Electronics,325,247,58,19,42.48,42.48,58,11.51,13,2025-06-21,2025-07-04,6.35,1736.28,57.88,3,0.3282653705835307
WMCA480A,Campbell's Pasta,Non-Perishable,Grocery,361,62,266,99,9.03,9.03,26,1.12,11,2025-06-24,2025-07-05,4.93,793.25,26.44,4,3.7443267019785855
WM8F1EA3,Sara Lee Rice,Perishable,Grocery,383,364,278,121,3.43,3.43,39,0.0,9,2025-06-17,2025-06-26,3.07,1117.94,37.26,0,3.2474504951888843
WM3C44C9,Uncle Ben's Paper Towels 12oz,Perishable,Household,384,291,375,108,11.99,11.99,52,2.41,11,2025-06-30,2025-07-11,6.38,1518.0,50.6,10,2.1343874161426233
WM0448C6,Organic Bananas 12oz,Perishable,Produce,8,8,60,44,9.23,9.23,23,1.65,1,2025-07-01,2025-07-02,6.3,692.13,23.07,1,1.907238863547599
WM6797D1,Great Value Sausage 12oz,Perishable,Meat,9,1,132,94,5.0,4.67,33,0.74,1,2025-06-21,2025-06-22,6.41,1042.2,34.74,0,2.705814492181353
WM3FD38C,Barilla Cream Organic,Perishable,Dairy,31,25,442,191,1.47,1.47,53,0.08,2,2025-06-19,2025-06-21,4.04,1569.8,52.33,0,3.64991387954917
WM67ABD0,Sara Lee Rice,Perishable,Grocery,503,335,221,88,6.98,6.98,28,0.0,12,2025-06-26,2025-07-08,4.34,864.35,28.81,7,3.0544950236472173
WM572CA8,Fresh Apples 16oz,Perishable,Produce,12,1,325,231,5.69,5.07,28,1.06,1,2025-06-28,2025-06-29,4.07,825.42,27.51,0,8.396946495023318
WM03EDF6,Tyson Yogurt,Perishable,Dairy,56,50,226,88,3.97,3.97,31,0.35,1,2025-06-26,2025-06-27,4.08,918.15,30.61,0,2.8748774336920637
WMF8694F,Kellogg's Cereal,Perishable,Grocery,709,272,240,187,2.25,2.25,38,0.27,8,2025-06-19,2025-06-27,2.17,1179.01,39.3,0,4.758269812475109
WMBDC7D9,Del Monte Batteries,Perishable,Electronics,435,144,430,93,12.71,12.71,28,4.3,12,2025-06-19,2025-07-01,3.17,832.56,27.75,0,3.3513513513513513
WM113C82,Kellogg's Sausage 12oz,Perishable,Meat,8,2,378,188,4.09,4.09,7,0.54,2,2025-06-25,2025-06-27,4.51,234.4,7.81,0,24.071703121305237
WM5EF464,Del Monte Toothpaste Organic,Non-Perishable,Personal Care,427,58,284,154,10.73,10.73,60,1.79,11,2025-06-20,2025-07-01,5.84,1787.78,59.59,0,2.5843262226155916
WME59F8C,Tyson Cheese 12oz,Perishable,Dairy,54,9,381,336,4.62,4.62,63,0.26,1,2025-06-26,2025-06-27,5.12,1875.1,62.5,0,5.376
WMB192EA,Fresh Onions 16oz,Perishable,Produce,10,1,206,115,9.37,8.74,47,1.26,2,2025-06-26,2025-06-28,1.51,1368.42,45.61,0,2.521376857291684
WM30D44A,Kellogg's Rolls 16oz,Perishable,Bakery,35,11,115,74,7.95,7.95,71,1.27,1,2025-06-29,2025-06-30,5.73,2078.87,69.3,0,1.0678210207975305
WMB324DC,Fresh Bananas,Perishable,Produce,14,4,228,86,4.19,4.19,69,0.56,2,2025-06-25,2025-06-27,6.53,2069.5,68.98,0,1.2467381243082474
WM726ECC,Organic Lettuce,Perishable,Produce,13,9,443,223,7.53,7.53,59,0.85,1,2025-06-22,2025-06-23,7.81,1766.64,58.89,0,3.7867210445106316
WM37149D,Kellogg's Cereal,Perishable,Grocery,715,514,283,185,9.2,9.2,12,0.97,8,2025-06-26,2025-07-04,0.72,378.87,12.63,3,14.647664158646704
WM017A67,Campbell's Cream,Perishable,Dairy,30,14,238,75,9.8,9.8,51,0.92,1,2025-06-25,2025-06-26,3.49,1487.02,49.57,0,1.5130119116750977
WMB81D89,Organic Beans Organic,Non-Perishable,Grocery,587,117,492,430,6.18,6.18,40,0.71,8,2025-06-21,2025-06-29,2.81,1236.3,41.21,0,10.434360823900574
WMB7C064,Tyson Bagels,Perishable,Bakery,43,33,367,171,1.81,1.81,9,0.24,2,2025-06-18,2025-06-20,5.58,294.38,9.81,0,17.431191914941977
WM0E7749,Canned Beans 12oz,Perishable,Grocery,427,175,127,65,0.92,0.92,50,0.14,10,2025-06-19,2025-06-29,6.82,1488.72,49.62,0,1.3099556912370744
WM533019,Great Value Sauce 16oz,Perishable,Grocery,547,51,477,298,1.59,1.59,24,0.16,11,2025-06-25,2025-07-06,2.58,766.48,25.55,5,11.663405436339419
WM395566,Uncle Ben's Pasta 12oz,Perishable,Grocery,391,241,96,90,1.48,1.48,27,0.19,10,2025-06-29,2025-07-09,3.01,2395.29,79.84,8,1.1272545607230648
WMEC9202,Kellogg's Muffins 12oz,Perishable,Bakery,26,3,79,44,4.82,4.82,77,0.74,1,2025-06-28,2025-06-29,3.34,2373.58,79.12,0,0.5561172708869856
WM67565C,Great Value Bread,Perishable,Bakery,16,15,103,33,2.25,2.25,68,0.0,2,2025-06-25,2025-06-27,5.62,2055.69,68.52,0,0.48161123200141454
WM01333A,Great Value Sauce,Perishable,Grocery,535,41,80,32,8.57,8.57,17,1.7,10,2025-06-28,2025-07-08,3.51,530.82,17.69,7,1.8089315451625962
WM29DF9F,Organic Beans,Non-Perishable,Grocery,616,527,242,56,3.62,3.62,45,0.67,11,2025-06-22,2025-07-03,2.56,1361.02,45.37,2,1.2342958192279077
WM0BC2AA,Del Monte Croissants,Perishable,Bakery,47,43,55,43,0.74,0.74,57,0.09,1,2025-06-30,2025-07-01,3.63,1703.2,56.77,0,0.7574423049721759
WM63D136,Barilla Beef 16oz,Perishable,Meat,7,3,135,90,7.54,7.54,26,1.02,2,2025-06-25,2025-06-27,5.44,782.81,26.09,0,3.449597526777815
WM7A9132,Sara Lee Cereal,Perishable,Grocery,668,640,468,365,2.94,2.94,54,0.48,10,2025-07-01,2025-07-11,4.21,1590.18,53.01,10,6.885493521167181
WMD75433,Sara Lee Cereal,Non-Perishable,Grocery,423,293,365,242,9.71,9.71,54,1.9,7,2025-06-21,2025-06-28,5.3,1576.69,52.56,0,4.604261675742177
WMED2E94,Heinz Cleaner,Perishable,Household,347,321,446,333,18.77,18.77,38,3.82,13,2025-06-23,2025-07-06,5.92,1165.38,38.85,5,8.571428908081405
WM1DAB0C,Campbell's Razor Blades 16oz,Non-Perishable,Personal Care,580,57,92,88,11.8,11.8,9,3.24,10,2025-06-23,2025-07-03,1.15,281.58,9.39,2,9.371671648827677
WME06FF1,Barilla Butter,Perishable,Dairy,40,7,456,336,2.1,2.1,52,0.11,1,2025-06-25,2025-06-26,6.0,1562.68,52.09,0,6.450374333187771
WM36ED50,Barilla Lotion 16oz,Perishable,Personal Care,301,141,104,27,18.59,18.59,51,4.94,10,2025-06-25,2025-07-05,4.63,1525.28,50.84,4,0.5310778898301327
WM3BB25F,Campbell's Bacon,Perishable,Meat,13,10,424,84,5.3,5.3,17,0.47,2,2025-06-26,2025-06-28,7.65,505.53,16.85,0,4.985163091887905
WM3A3A3B,Organic Earbuds Organic,Non-Perishable,Electronics,370,191,348,164,70.38,70.38,27,22.25,13,2025-06-20,2025-07-03,5.64,799.03,26.63,2,6.158468087434927
WM81958F,Fresh Apples,Perishable,Produce,8,6,379,222,7.54,7.54,20,1.03,2,2025-06-25,2025-06-27,6.23,609.58,20.32,0,10.925197014473698
WM116A41,Great Value Cereal Organic,Perishable,Grocery,382,62,143,117,6.9,6.9,7,1.2,9,2025-06-27,2025-07-06,3.71,236.3,7.88,5,14.847715520407844
WM273C87,Kellogg's Yogurt,Perishable,Dairy,11,6,227,190,9.71,9.71,8,0.81,1,2025-06-29,2025-06-30,3.6,244.73,8.16,0,23.284314160895146
WM367A96,Kellogg's Cereal 16oz,Non-Perishable,Grocery,400,157,333,250,6.21,6.21,56,0.96,9,2025-07-01,2025-07-10,4.12,1720.29,57.34,9,4.359958132799497
WM11F4C1,Kellogg's Trash Bags 12oz,Non-Perishable,Household,651,203,300,157,3.02,3.02,16,0.68,13,2025-06-22,2025-07-05,6.97,491.27,16.38,4,9.58486007594229
WMB703E1,Campbell's Toothpaste,Non-Perishable,Personal Care,584,416,426,379,14.51,14.51,18,3.91,7,2025-06-22,2025-06-29,5.54,557.37,18.58,0,20.39827780173655
WM5047B7,Canned Corn 12oz,Perishable,Grocery,397,394,79,39,2.94,2.94,25,0.45,8,2025-06-30,2025-07-08,2.99,767.03,25.57,7,1.525224891101357
WM7620AC,Tyson Sauce 16oz,Non-Perishable,Grocery,615,15,171,144,7.99,7.99,13,1.56,10,2025-06-30,2025-07-10,3.76,386.19,12.87,9,11.188811288302862
WM43E937,Del Monte Cheese,Perishable,Dairy,35,12,291,116,5.84,5.84,34,0.58,2,2025-06-19,2025-06-21,4.54,2440.76,81.36,0,1.4257620345352005
WM38AFAB,Del Monte Pasta Organic,Perishable,Grocery,540,188,278,64,7.7,7.7,27,1.16,7,2025-06-29,2025-07-06,3.43,814.12,27.14,5,2.3581430154493837
WMF061E2,Heinz Beef Organic,Perishable,Meat,5,1,395,149,1.67,1.67,11,0.15,1,2025-06-17,2025-06-18,5.81,374.93,12.5,0,11.92
WM4EB6F7,Organic Bananas,Perishable,Produce,8,8,196,151,2.1,2.1,54,0.22,2,2025-06-17,2025-06-19,4.49,1629.19,54.31,0,2.7803350429348344
WME28923,Barilla Bagels,Perishable,Bakery,48,39,358,227,8.42,8.42,73,1.38,1,2025-06-19,2025-06-20,1.34,1459.7,48.66,0,4.66502262046498
WM637F6C,Great Value Cheese,Perishable,Dairy,42,16,310,163,7.25,7.25,21,0.61,1,2025-06-20,2025-06-21,7.14,567.95,18.93,0,8.6106707539478
WM63532F,Heinz Cereal,Perishable,Grocery,404,242,441,259,4.01,4.01,27,0.6,12,2025-06-17,2025-06-29,4.32,822.41,27.41,0,9.44910621823492
WMF769A2,Great Value Pasta,Non-Perishable,Grocery,343,285,461,404,1.9,1.9,64,0.29,9,2025-06-22,2025-07-01,1.21,1871.29,62.38,0,6.4764346438349065
WM10D910,Kellogg's Sauce Organic,Perishable,Grocery,499,104,85,55,4.76,4.76,24,0.73,9,2025-06-30,2025-07-09,3.09,720.73,24.02,8,2.289758490917225
WMF42DF2,Barilla Toothpaste,Perishable,Personal Care,652,97,125,82,7.76,7.76,47,1.26,11,2025-06-20,2025-07-01,7.79,1403.37,46.78,0,1.7528858943940422
WM578CF5,Sara Lee Rice,Perishable,Grocery,424,305,110,91,7.98,7.98,15,0.0,9,2025-06-29,2025-07-08,8.1,1142.86,38.1,7,2.388451539225402
WMA2B432,Heinz Muffins 12oz,Perishable,Bakery,47,19,450,393,3.52,3.52,63,0.7,1,2025-06-22,2025-06-23,7.24,1995.31,66.51,0,5.908885692035158
WM85297E,Campbell's Butter,Perishable,Dairy,6,1,329,264,8.58,8.5,73,0.47,1,2025-06-29,2025-06-30,1.85,2218.38,73.95,0,3.569979863349749
WM04FE5E,Organic Avocados Organic,Perishable,Produce,7,0,58,28,2.04,1.81,38,0.23,1,2025-06-19,2025-06-20,3.26,1132.71,37.76,0,0.7415254566903035
WMF4B624,Barilla Bagels Organic,Perishable,Bakery,18,9,94,42,3.55,3.55,36,0.61,1,2025-06-17,2025-06-18,8.34,1098.11,36.6,0,1.1475410314483239
WM470DC5,Heinz Beef,Perishable,Meat,6,6,492,261,7.69,7.69,15,0.82,2,2025-06-28,2025-06-30,4.75,496.4,16.55,0,15.770393476245038
WMF44260,Barilla Paper Towels 16oz,Non-Perishable,Household,368,239,405,255,17.09,17.09,10,4.23,8,2025-06-27,2025-07-05,5.23,301.1,10.04,4,25.39840647100322
WM7875B5,Campbell's Yogurt 12oz,Perishable,Dairy,41,28,253,114,8.09,8.09,7,0.67,2,2025-06-30,2025-07-02,6.22,238.2,7.94,1,14.357682516177181
WMA3D632,Fresh Apples,Perishable,Produce,9,9,165,57,3.99,3.99,69,0.97,1,2025-07-01,2025-07-02,3.84,2069.27,68.98,1,0.8263264312275593
WM701FE1,Del Monte Razor Blades 16oz,Perishable,Personal Care,301,128,79,36,2.91,2.91,43,0.8,7,2025-06-27,2025-07-04,2.64,1288.15,42.94,3,0.8383791604876238
WM6EDBF3,Sara Lee Yogurt,Perishable,Dairy,42,25,145,30,0.55,0.55,61,0.03,2,2025-07-01,2025-07-03,1.73,1869.97,62.33,2,0.48130914677838327
WM8F62BC,Great Value Cheese,Perishable,Dairy,53,20,300,271,2.89,2.89,23,0.19,2,2025-06-28,2025-06-30,6.82,728.16,24.27,0,11.166048409088944
WM703465,Kellogg's Sausage 16oz,Perishable,Meat,7,6,477,141,8.49,8.49,64,0.91,1,2025-06-30,2025-07-01,6.31,1970.47,65.68,0,2.146772219014268
WMFF5C86,Tyson Rolls,Perishable,Bakery,21,6,223,51,7.76,7.76,13,1.49,2,2025-06-29,2025-07-01,6.53,410.71,13.69,0,3.7253470827770525
WM882D26,Tyson Trash Bags 16oz,Perishable,Household,335,123,271,181,10.2,10.2,10,2.24,13,2025-06-21,2025-07-04,8.09,304.33,10.14,3,17.850098014956135
WM28A2C5,Kellogg's Pasta 16oz,Non-Perishable,Grocery,698,681,446,360,3.15,3.15,20,0.55,13,2025-06-30,2025-07-13,5.03,623.12,20.77,12,17.332690999794114
WM7D31C1,Fresh Carrots 12oz,Perishable,Produce,5,5,432,335,2.99,2.99,10,0.37,1,2025-06-21,2025-06-22,5.46,706.34,23.54,0,14.231095453315335
WM121DA0,Great Value Sausage 12oz,Perishable,Meat,11,10,93,50,3.63,3.63,67,0.48,1,2025-06-26,2025-06-27,5.7,1213.71,40.46,0,1.2357884609836414
WMED0E2E,Bananas,Perishable,Produce,3,3,356,195,7.07,7.07,71,1.09,2,2025-06-26,2025-06-28,3.39,2205.96,73.53,0,2.6519788281963668
WMB19F1F,Tyson Bread,Perishable,Bakery,44,19,124,108,7.61,7.61,69,0.0,2,2025-06-26,2025-06-28,6.91,2028.34,67.61,0,1.5973968203671995
WM512963,Tyson Rice 16oz,Non-Perishable,Grocery,688,484,381,323,4.0,4.0,69,0.0,8,2025-06-18,2025-06-26,5.77,2101.98,70.07,0,4.609676058323983
WMF037A7,Barilla Milk 12oz,Perishable,Dairy,17,4,320,272,5.76,5.76,31,0.0,1,2025-06-27,2025-06-28,3.45,853.86,28.46,0,9.55727367357503
WM5FF066,Kellogg's Pasta Organic,Non-Perishable,Grocery,719,332,326,324,0.91,0.91,5,0.1,7,2025-06-18,2025-06-25,6.84,155.68,5.19,0,62.42774497646547
WM2D7C79,Barilla Bagels,Perishable,Bakery,13,8,194,66,2.34,2.34,27,0.46,2,2025-06-23,2025-06-25,4.19,791.3,26.38,0,2.501895454877719
WMA8F7DE,Sara Lee Rice,Perishable,Grocery,644,604,496,155,2.61,2.61,65,0.0,10,2025-06-23,2025-07-03,4.08,1961.33,65.38,2,2.370755682341312
WME4DF02,Kellogg's Sausage,Perishable,Meat,14,6,87,75,7.35,7.35,23,0.41,2,2025-06-24,2025-06-26,6.58,690.5,23.02,0,3.2580364252210807
WM432613,Organic Bread 12oz,Perishable,Bakery,17,16,153,103,9.52,9.52,74,0.0,1,2025-06-19,2025-06-20,4.03,2195.4,73.18,0,1.407488378935073
WMBDDB42,Peppers,Perishable,Produce,7,4,63,44,5.81,5.81,62,1.03,1,2025-06-29,2025-06-30,6.1,1879.86,62.66,0,0.702202363663383
WMD0637C,Apples 16oz,Perishable,Produce,11,3,51,28,7.07,7.07,16,1.42,1,2025-06-22,2025-06-23,1.21,507.09,16.9,0,1.656804771125495
WM105E9D,Del Monte Cereal Organic,Perishable,Grocery,697,207,168,73,7.23,7.23,25,1.03,7,2025-06-22,2025-06-29,4.95,775.89,25.86,0,2.8228924314401853
WM7AD248,Uncle Ben's Cereal 12oz,Perishable,Grocery,447,299,84,29,7.21,7.21,70,1.43,13,2025-06-23,2025-07-06,2.15,2211.83,73.73,5,0.39332698602505667
WM3BC54F,Kellogg's Chicken,Perishable,Meat,12,8,229,177,9.74,9.74,28,1.2,1,2025-06-27,2025-06-28,3.54,850.76,28.36,0,6.2411846329578
WMCA897E,Organic Bacon,Perishable,Meat,14,9,366,202,5.74,5.74,50,0.43,1,2025-06-19,2025-06-20,7.86,1500.44,50.01,0,4.039192297133576
WMD70DE9,Organic Rolls,Perishable,Bakery,30,18,387,341,2.54,2.54,41,0.4,1,2025-07-01,2025-07-02,1.85,1208.92,40.3,1,8.461538621728081
WME551DB,Tyson Pork 12oz,Perishable,Meat,7,6,361,203,3.36,3.36,34,0.18,2,2025-06-18,2025-06-20,5.22,1086.06,36.2,0,5.6077346884430375
WM5E941C,Campbell's Cleaner 12oz,Perishable,Household,593,53,199,147,2.59,2.59,70,0.48,7,2025-06-18,2025-06-25,2.13,2062.13,68.74,0,2.1384929381482944
WMC0E533,Barilla Speaker 16oz,Perishable,Electronics,519,321,472,184,22.23,22.23,40,7.34,10,2025-06-28,2025-07-08,4.57,1191.24,39.71,7,4.633593660090196
WM94B7B5,Kellogg's Muffins 12oz,Perishable,Bakery,29,10,188,131,0.81,0.81,43,0.14,1,2025-06-30,2025-07-01,5.81,1262.14,42.07,0,3.113857878542287
WM1F7BFE,Uncle Ben's Croissants,Perishable,Bakery,34,34,390,125,2.29,2.29,68,0.24,1,2025-06-30,2025-07-01,2.31,2087.91,69.6,0,1.7959770508684412
WMA45ABC,Canned Beans Organic,Perishable,Grocery,457,213,265,201,9.17,9.17,10,0.92,13,2025-06-23,2025-07-06,3.57,313.35,10.45,5,19.23445011183543
WME7CB06,Organic Bagels,Perishable,Bakery,17,6,391,384,1.11,1.11,81,0.21,1,2025-06-27,2025-06-28,4.49,2420.28,80.68,0,4.759543859041925
WM86C573,Campbell's Paper Towels Organic,Non-Perishable,Household,541,496,169,159,5.63,5.63,4,1.21,7,2025-06-29,2025-07-06,7.21,320.94,10.7,5,14.859813348998548
WMD24228,Kellogg's Sausage 12oz,Perishable,Meat,7,1,81,20,9.4,9.04,4,1.25,1,2025-06-18,2025-06-19,4.86,124.89,4.16,0,4.807692484037417
WM50AAC4,Onions,Perishable,Produce,8,6,274,88,5.09,5.09,45,0.71,1,2025-06-30,2025-07-01,8.51,1336.19,44.54,0,1.975752092302311
WM5ED696,Canned Spaghetti,Non-Perishable,Grocery,315,115,485,193,4.04,4.04,19,0.61,9,2025-06-29,2025-07-08,3.92,552.68,18.42,7,10.4777415418356
WMD9290A,Tyson Cream Organic,Perishable,Dairy,12,9,188,95,8.89,8.89,58,0.54,1,2025-06-29,2025-06-30,4.72,1719.56,57.32,0,1.6573621860744383
WMCA65CD,Great Value Chicken,Perishable,Meat,4,4,224,220,3.4,3.4,59,0.2,1,2025-06-30,2025-07-01,7.2,1785.34,59.51,0,3.6968577752487484
WMBD7918,Tyson Butter,Perishable,Dairy,22,1,165,105,5.57,5.32,54,0.33,1,2025-06-27,2025-06-28,4.95,1630.7,54.36,0,1.931567307230774
WMC248F9,Fresh Onions,Perishable,Produce,12,12,295,79,6.99,6.99,27,1.62,2,2025-06-20,2025-06-22,6.98,817.21,27.24,0,2.9001468672463635
WM2EB3A6,Tyson Beans Organic,Perishable,Grocery,393,243,243,109,4.18,4.18,60,0.68,13,2025-06-30,2025-07-13,5.23,1767.51,58.92,12,1.8499661131600327
WMDEA030,Campbell's Rice,Non-Perishable,Grocery,422,296,269,99,2.68,2.68,28,0.0,13,2025-07-01,2025-07-14,8.92,869.83,28.99,13,3.414970706506546
WM52C067,Sara Lee Bacon,Perishable,Meat,9,4,252,188,7.41,7.41,3,1.08,2,2025-06-17,2025-06-19,2.19,103.1,3.44,0,54.65116188163821
WM88CC9A,Fresh Onions,Perishable,Produce,3,3,226,91,2.14,2.14,2,0.42,2,2025-06-18,2025-06-20,4.32,65.05,2.17,0,41.935482396579076
WM19B590,Barilla Bagels,Perishable,Bakery,32,11,468,169,3.45,3.45,6,0.38,2,2025-06-29,2025-07-01,8.74,183.54,6.12,0,27.61437960134231
WM26444D,Avocados,Perishable,Produce,6,1,228,129,3.99,3.9,26,0.53,2,2025-06-19,2025-06-21,5.7,789.82,26.33,0,4.899354362848123
WM47CC9B,Great Value Muffins 16oz,Perishable,Bakery,44,8,214,126,3.7,3.7,46,0.67,1,2025-06-19,2025-06-20,6.13,1377.57,45.92,0,2.743902548437187
WMC97014,Great Value Muffins 16oz,Perishable,Bakery,12,7,275,269,3.56,3.56,50,0.42,2,2025-06-19,2025-06-21,4.0,1406.68,46.89,0,5.736830955459239
WMB02BD1,Barilla Beans 12oz,Perishable,Grocery,564,421,229,223,4.47,4.47,26,0.73,10,2025-06-30,2025-07-10,4.91,791.16,26.37,9,8.456579177207294
WM8E43A2,Uncle Ben's Croissants 16oz,Perishable,Bakery,38,3,169,34,3.07,3.07,16,0.47,1,2025-06-26,2025-06-27,7.26,497.73,16.59,0,2.0494273470332853
WMDA9954,Organic Peppers 16oz,Perishable,Produce,6,0,421,398,6.5,5.59,5,0.91,2,2025-06-21,2025-06-23,4.81,156.6,5.22,0,76.24521379250622
WM1407C7,Great Value Rice,Non-Perishable,Grocery,663,358,400,376,1.78,1.78,36,0.0,10,2025-06-25,2025-07-05,5.22,1104.67,36.82,4,10.21184147518758
WM02A876,Sara Lee Pasta Organic,Perishable,Grocery,308,64,468,171,3.04,3.04,56,0.56,8,2025-06-17,2025-06-25,6.22,1661.54,55.38,0,3.087757253555786
WM070DF5,Del Monte Beans,Perishable,Grocery,686,323,398,209,1.87,1.87,55,0.21,12,2025-07-01,2025-07-13,7.0,1631.72,54.39,12,3.8426181714533554
WME488B8,Uncle Ben's Cereal 16oz,Non-Perishable,Grocery,508,237,95,57,1.92,1.92,39,0.36,11,2025-06-23,2025-07-04,3.9,1161.45,38.72,3,1.4721073916062475
WMCE9497,Sara Lee TV 12oz,Perishable,Electronics,396,134,357,185,43.27,43.27,80,10.57,9,2025-06-23,2025-07-02,3.91,2513.43,83.78,1,2.2081642718490455
WM3441AF,Campbell's Sausage 12oz,Perishable,Meat,8,4,419,262,5.59,5.59,52,0.51,1,2025-06-24,2025-06-25,3.38,1556.64,51.89,0,5.049142476040702
WME8F7F5,Canned Corn Organic,Perishable,Grocery,332,237,65,55,6.13,6.13,2,0.62,13,2025-06-19,2025-07-02,7.21,73.88,2.46,1,22.357723230536806
WM1E2939,Grapes,Perishable,Produce,3,3,81,46,4.44,4.44,40,0.97,2,2025-06-25,2025-06-27,1.78,1205.49,40.18,0,1.14484817448034
WME0372C,Organic Grapes,Perishable,Produce,3,0,129,39,3.89,3.09,73,0.8,1,2025-06-30,2025-07-01,3.44,2338.06,77.94,0,0.5003848957962175
