item_id,item_name,category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,daily_sales,elasticity,restock_frequency_days,last_restock_date,next_restock_date,carbon_score,predicted_monthly_sales,predicted_daily_sales,days_until_restock,days_stock_lasts
WMD1C8F7,Canned Soup,Non-Perishable,Grocery,386,326,214,47,3.69,3.69,39,0.62,11,2025-06-21,2025-07-02,7.76,754.39,25.15,0,3.419483153257626
WM2F842E,Kellogg's Beef 16oz,Perishable,Meat,10,0,273,432,9.18,7.95,57,0.69,1,2025-07-07,2025-07-09,4.25,1050.01,35.0,2,6.171428571428572
WM04084C,Del Monte Bacon,Perishable,Meat,13,5,433,668,1.01,1.01,44,0.09,2,2025-07-07,2025-07-11,0.0,1105.77,36.86,4,7.569180558332578
WM6557E3,Organic Cheese 16oz,Perishable,Dairy,57,25,223,342,3.96,3.96,39,0.28,1,2025-07-07,2025-07-10,3.95,860.7,28.69,3,5.507145244296519
WM286291,Organic Onions 12oz,Perishable,Produce,11,1,483,740,2.62,2.31,54,0.6,1,2025-07-07,2025-07-10,5.33,939.28,31.31,3,9.932928946175547
WMAEC01C,Campbell's Detergent 12oz,Perishable,Household,664,73,168,250,7.35,7.35,18,0.0,9,2025-07-07,2025-07-17,4.8,516.86,17.23,10,5.803830682343752
WM84CFF1,Campbell's Cream,Perishable,Dairy,19,13,71,71,6.59,6.59,14,0.49,1,2025-07-07,2025-07-09,6.28,2329.96,77.67,2,0.180249778937134
WM144828,Kellogg's Cleaner,Perishable,Household,570,34,327,240,5.22,5.22,25,1.06,11,2025-06-28,2025-07-09,8.72,437.17,14.57,7,18.188058033668828
WM84911E,Sara Lee Cereal 12oz,Non-Perishable,Grocery,569,543,168,85,3.55,3.55,9,0.5,11,2025-06-30,2025-07-11,5.1,191.66,6.39,9,14.710485440385243
WM518733,Barilla Muffins,Perishable,Bakery,11,0,182,182,1.9,1.9,47,0.25,2,2025-07-07,2025-07-10,5.51,2105.09,70.17,3,0.6698019271261787
WMF53C93,Sara Lee Bagels 16oz,Perishable,Bakery,37,13,365,421,5.2,5.2,65,0.76,1,2025-07-07,2025-07-08,2.67,1079.39,35.98,1,3.362979475804609
WM59709F,Campbell's Bacon 12oz,Perishable,Meat,10,2,117,125,5.45,4.91,58,0.72,2,2025-07-07,2025-07-11,4.81,1064.62,35.49,4,1.859678694803918
WM559C51,Organic Razor Blades Organic,Non-Perishable,Personal Care,479,225,56,0,6.63,6.63,40,1.87,8,2025-06-28,2025-07-06,1.63,2055.92,68.53,4,0.5836859873414171
WMA240DA,Great Value Pork 16oz,Perishable,Meat,9,0,262,145,6.31,5.93,120,0.38,2,2025-06-22,2025-06-24,2.59,2334.93,77.83,0,1.8630347756479693
WME536EC,Fresh Potatoes,Perishable,Produce,4,0,442,651,2.11,1.9,61,0.31,1,2025-07-07,2025-07-08,4.91,1470.94,49.03,1,5.5068326886030565
WM8B7D16,Tyson Pasta,Non-Perishable,Grocery,412,286,286,137,7.92,7.92,30,1.27,10,2025-07-01,2025-07-11,3.9,417.7,13.92,9,11.997126371026717
WMC50A31,Kellogg's Beef,Perishable,Meat,9,4,474,537,7.73,7.73,47,0.45,1,2025-07-07,2025-07-10,1.94,967.84,32.26,3,3.409795589684708
WM75A033,Organic Pasta,Non-Perishable,Grocery,641,293,134,0,7.93,7.93,40,0.97,9,2025-06-26,2025-07-05,2.04,1339.05,44.64,3,0.8960573599218192
WMCB0583,Organic Yogurt 12oz,Perishable,Dairy,12,5,286,361,6.23,6.23,71,0.35,2,2025-07-07,2025-07-11,3.22,1637.22,54.57,4,2.67546272341005
WM76F573,Kellogg's Cheese 12oz,Perishable,Dairy,56,14,376,546,3.32,3.32,26,0.22,2,2025-07-07,2025-07-09,8.05,599.57,19.99,2,9.80490256348995
WMCE461A,Campbell's Rolls 12oz,Perishable,Bakery,38,16,173,262,9.89,9.89,76,1.15,1,2025-07-07,2025-07-08,2.59,1025.63,34.19,1,4.825972700423075
WM22858B,Organic Rice,Perishable,Grocery,311,17,491,226,5.59,5.59,71,0.0,10,2025-06-30,2025-07-10,5.41,2160.56,72.02,8,4.123854677082842
WMCBAEDB,Great Value Bread 16oz,Perishable,Bakery,54,37,427,704,7.13,7.13,13,0.0,1,2025-07-07,2025-07-09,5.72,503.36,16.78,2,17.282478434628356
WM4EEF14,Heinz Pasta,Perishable,Grocery,322,37,326,49,4.97,4.97,48,0.73,8,2025-06-25,2025-07-03,4.4,918.81,30.63,1,3.166829992089765
WMC524BF,Organic Avocados Organic,Perishable,Produce,12,10,381,666,1.48,1.48,6,0.26,1,2025-07-07,2025-07-08,1.13,132.73,4.42,1,65.8371029359791
WM83BC1E,Fresh Avocados,Perishable,Produce,4,0,393,114,4.87,4.38,100,0.5,2,2025-06-30,2025-07-02,4.78,1965.05,65.5,0,3.267175572519084
WM6FD244,Barilla Croissants,Perishable,Bakery,42,0,189,302,1.93,1.56,74,0.23,1,2025-07-07,2025-07-09,4.7,1876.15,62.54,2,2.9900863009672887
WM547D9E,Canned Flakes,Perishable,Grocery,450,440,114,118,3.12,3.12,77,0.34,13,2025-07-07,2025-07-22,6.84,1819.82,60.66,15,1.3353115760592216
WM635D1F,Great Value Pasta 12oz,Perishable,Grocery,391,26,322,110,8.63,7.86,1,1.17,13,2025-06-19,2025-07-02,5.52,69.71,2.32,0,47.8448289629254
WM20637C,Fresh Carrots 12oz,Perishable,Produce,6,4,437,609,5.84,5.84,87,1.16,2,2025-07-07,2025-07-10,2.71,1191.92,39.73,3,6.519003347197657
WMF92502,Tyson Sauce,Perishable,Grocery,363,81,200,43,7.35,7.35,86,0.95,10,2025-06-27,2025-07-07,2.19,1367.97,45.6,5,2.828947463084019
WM9C20F2,Sara Lee Cereal 12oz,Perishable,Grocery,300,261,136,12,5.73,5.73,15,0.57,9,2025-06-29,2025-07-08,3.77,325.34,10.84,6,2.490774872688
WM0DDB8A,Del Monte Sausage,Perishable,Meat,9,2,89,89,2.29,2.29,81,0.12,1,2025-07-07,2025-07-09,7.78,2256.55,75.22,2,1.0768412481453935
WM895C75,Barilla Bagels,Perishable,Bakery,39,30,235,235,8.96,8.96,58,1.57,1,2025-07-07,2025-07-10,6.37,1552.69,51.76,3,1.1205564505567387
WM4EFD3C,Heinz Trash Bags 16oz,Non-Perishable,Household,643,344,305,305,8.59,8.59,67,1.62,8,2025-07-07,2025-07-17,5.9,1996.91,66.56,10,1.006610613845334
WM60EEFF,Uncle Ben's Chicken 16oz,Perishable,Meat,11,10,262,425,8.18,8.18,81,1.06,1,2025-07-07,2025-07-10,1.69,1160.18,38.67,3,6.30980117800856
WMFC95C5,Organic Cereal,Perishable,Grocery,693,355,140,26,3.06,3.06,20,0.48,9,2025-06-25,2025-07-04,5.41,378.12,12.6,2,3.650793540264506
WM1E6C65,Heinz Razor Blades,Non-Perishable,Personal Care,321,12,219,164,8.32,7.0,14,1.65,9,2025-06-23,2025-07-02,3.47,121.86,4.06,0,43.84236514992124
WM461874,Tyson Croissants 16oz,Perishable,Bakery,49,33,162,10,8.16,8.16,92,1.52,2,2025-06-30,2025-07-02,8.2,1152.1,38.4,0,2.6562498944501125
WMA0D3AD,Del Monte Cereal,Perishable,Grocery,633,547,259,354,8.15,8.15,65,1.06,11,2025-07-07,2025-07-20,1.36,935.95,31.2,13,5.128205002804169
WM744ED8,Onions,Perishable,Produce,14,13,95,95,9.22,9.22,79,1.2,1,2025-07-07,2025-07-08,7.63,1261.61,42.05,1,1.878715848593257
WM28605B,Del Monte Rice 12oz,Perishable,Grocery,680,387,204,23,5.07,5.07,62,0.0,10,2025-07-01,2025-07-11,4.53,1980.95,66.03,9,1.2872936781978406
WM4FC40F,Campbell's Beans 16oz,Non-Perishable,Grocery,697,626,64,0,4.7,4.7,51,0.55,10,2025-07-01,2025-07-11,4.27,1396.34,46.54,9,1.0958315212018968
WM461A80,Sara Lee Rice,Perishable,Grocery,549,311,380,289,3.75,3.75,14,0.0,13,2025-06-19,2025-07-02,6.54,484.04,16.13,0,18.7848738849903
WM162470,Uncle Ben's Muffins,Perishable,Bakery,56,5,366,619,9.06,8.6,43,0.99,1,2025-07-07,2025-07-08,2.79,593.6,19.79,1,14.95704832270911
WMFD48D3,Tyson Muffins,Perishable,Bakery,57,41,489,598,4.55,4.55,19,0.75,2,2025-07-07,2025-07-09,2.34,373.91,12.46,2,10.272873162770544
WMA25FFA,Canned Pasta 16oz,Non-Perishable,Grocery,362,288,418,86,9.4,9.4,31,1.39,12,2025-06-22,2025-07-04,3.39,406.36,13.55,2,8.634686225318399
WMCE1E3B,Organic Potatoes 12oz,Perishable,Produce,7,0,123,123,0.82,0.82,52,0.19,2,2025-07-07,2025-07-09,7.73,1925.58,64.19,2,0.8100949995673626
WME10CD7,Uncle Ben's Pasta 16oz,Perishable,Grocery,492,205,442,372,7.9,7.9,6,1.49,10,2025-07-01,2025-07-11,2.56,128.57,4.29,9,88.11188889538504
WMA3958C,Uncle Ben's Beans,Perishable,Grocery,408,260,306,222,4.16,4.16,49,0.55,11,2025-06-27,2025-07-08,5.95,893.33,29.78,6,9.100066949344525
WM46EEE3,Del Monte Bread 16oz,Perishable,Bakery,47,4,71,94,9.07,9.07,25,0.0,2,2025-07-07,2025-07-09,4.29,784.31,26.14,2,1.8362663014830916
WM3663C6,Canned Rice 16oz,Perishable,Grocery,714,216,475,688,5.96,5.96,7,0.0,11,2025-07-07,2025-07-20,2.35,149.74,4.99,13,44.08817837494654
WM2255B3,Kellogg's Butter 16oz,Perishable,Dairy,47,2,236,329,8.97,7.76,84,0.52,2,2025-07-07,2025-07-11,3.12,1572.39,52.41,4,3.3772180979836404
WM96D5BC,Del Monte Milk 16oz,Perishable,Dairy,40,26,417,671,4.17,4.17,22,0.0,1,2025-07-07,2025-07-09,4.62,820.3,27.34,2,10.095098700058896
WM5A8CCD,Canned Flakes 16oz,Non-Perishable,Grocery,439,426,239,239,6.75,6.75,57,1.18,7,2025-07-07,2025-07-16,6.33,1694.92,56.5,9,1.008849557522124
WM1D6A8A,Potatoes,Perishable,Produce,8,1,491,791,9.37,8.43,40,1.04,1,2025-07-07,2025-07-10,4.68,646.27,21.54,3,15.784586144325894
WM10E43B,Kellogg's Charger,Non-Perishable,Electronics,626,437,203,0,86.2,86.2,180,30.76,13,2025-06-24,2025-07-07,4.37,1856.32,61.88,5,2.9088557998223465
WMB4CC7E,Sara Lee Milk 12oz,Perishable,Dairy,48,47,260,426,4.36,4.36,15,0.0,1,2025-07-07,2025-07-10,4.35,310.83,10.36,3,17.471043050019944
WM68DD2C,Organic Sausage Organic,Perishable,Meat,3,1,382,565,6.76,6.08,68,0.46,1,2025-07-07,2025-07-08,3.76,1375.6,45.85,1,5.474373137475038
WMD10920,Sara Lee Bacon,Perishable,Meat,12,6,326,161,5.94,5.94,2,0.51,2,2025-07-01,2025-07-03,6.33,113.84,3.79,1,43.00791600016406
WM9135DD,Organic Rolls,Perishable,Bakery,29,27,122,15,6.48,6.48,71,0.71,2,2025-07-01,2025-07-03,6.01,1340.49,44.68,1,1.9247985544448996
WMCB8CA5,Kellogg's Butter,Perishable,Dairy,42,27,367,597,3.17,3.17,65,0.31,1,2025-07-07,2025-07-10,4.6,1392.72,46.42,3,6.355019638870928
WM71EBFE,Great Value Cream,Perishable,Dairy,48,16,337,587,9.36,9.36,53,0.48,1,2025-07-07,2025-07-09,4.13,1103.09,36.77,2,8.240413277885182
WMC43437,Tyson Rice,Non-Perishable,Grocery,554,398,329,213,1.55,1.55,54,0.0,13,2025-06-29,2025-07-12,2.3,1591.11,53.04,10,5.033936564692561
WMBA6DC2,Kellogg's Bagels Organic,Perishable,Bakery,15,3,140,140,2.67,2.67,105,0.47,1,2025-07-07,2025-07-08,5.43,2317.94,77.26,1,1.3590473349309045
WME4EF75,Tyson Pork 16oz,Perishable,Meat,14,2,292,333,0.77,0.69,64,0.09,1,2025-07-07,2025-07-10,4.94,1708.64,56.95,3,1.8437225389526133
WMA907B5,Campbell's Croissants,Perishable,Bakery,16,6,249,249,6.92,6.92,83,1.17,1,2025-07-07,2025-07-09,8.32,1198.4,39.95,2,2.077596956568694
WMACB425,Del Monte Sausage,Perishable,Meat,5,3,162,162,1.72,1.72,33,0.14,1,2025-07-07,2025-07-09,4.12,1591.9,53.06,2,0.6219374132284007
WM2EB76C,Heinz Milk,Perishable,Dairy,22,16,355,578,8.36,8.36,72,0.0,1,2025-07-07,2025-07-10,7.86,2207.95,73.6,3,4.008152257010258
WM7FC75D,Great Value Cereal Organic,Non-Perishable,Grocery,343,162,88,88,7.35,7.35,82,0.86,11,2025-07-07,2025-07-20,2.42,1989.09,66.3,13,1.2368023563435708
WM532500,Sara Lee Butter,Perishable,Dairy,19,0,308,394,4.19,3.56,19,0.33,1,2025-07-07,2025-07-10,3.48,489.49,16.32,3,6.433823649721027
WM506E71,Del Monte Rice 12oz,Perishable,Grocery,557,517,484,553,7.08,7.08,52,0.0,10,2025-07-07,2025-07-19,4.74,1717.13,57.24,12,2.113906297202629
WM353EC7,Campbell's Pasta 12oz,Non-Perishable,Grocery,501,495,229,45,8.65,8.65,166,1.27,11,2025-07-01,2025-07-12,2.84,2223.43,74.11,10,2.847119123765435
WMBEA9D0,Kellogg's Trash Bags,Perishable,Household,545,281,94,94,18.94,18.94,34,3.73,7,2025-07-07,2025-07-16,4.12,1216.37,40.55,9,0.8384710392035175
WM7B82C3,Organic Croissants 12oz,Perishable,Bakery,23,11,326,416,6.35,6.35,15,1.16,2,2025-07-07,2025-07-09,8.87,166.75,5.56,2,18.88489228068385
WM1A54DA,Canned Rice 12oz,Perishable,Grocery,383,375,175,85,5.72,5.72,17,0.0,12,2025-06-24,2025-07-06,2.36,434.92,14.5,4,7.0344827586206895
WM66E500,Uncle Ben's Bread 12oz,Perishable,Bakery,56,16,312,483,1.24,1.24,31,0.0,1,2025-07-07,2025-07-08,3.29,988.51,32.95,1,6.130500616776911
WMB38B01,Del Monte Bread,Perishable,Bakery,32,26,434,486,1.14,1.14,41,0.0,2,2025-07-07,2025-07-11,5.02,1292.51,43.08,4,2.1587742815033946
WMB1286E,Tyson Cream Organic,Perishable,Dairy,53,8,76,105,1.31,1.31,33,0.1,2,2025-07-07,2025-07-11,0.0,832.8,27.76,4,2.2334293763980035
WMB2352C,Uncle Ben's Cheese,Perishable,Dairy,19,1,347,483,8.35,7.33,69,0.44,2,2025-07-07,2025-07-10,2.63,1462.4,48.75,3,4.205128205128205
WM98370E,Sara Lee Muffins 16oz,Perishable,Bakery,9,8,460,608,7.89,7.89,99,1.27,1,2025-07-07,2025-07-10,5.5,1296.32,43.21,3,5.716269503202986
WM58E5BD,Organic Beans 12oz,Perishable,Grocery,385,223,482,180,6.19,6.19,56,0.69,13,2025-06-21,2025-07-04,6.7,1009.14,33.64,2,7.015457915633047
WM83F09A,Campbell's Beans,Non-Perishable,Grocery,697,510,485,74,7.39,7.39,110,1.4,10,2025-06-28,2025-07-08,3.36,1367.49,45.58,6,4.036858109001581
WM77FC99,Uncle Ben's Muffins,Perishable,Bakery,37,6,396,494,8.89,8.89,145,1.02,2,2025-07-07,2025-07-10,4.26,2106.05,70.2,3,3.4615386120196225
WM676D8C,Tyson Paper Towels 12oz,Non-Perishable,Household,440,55,256,256,15.94,15.94,148,2.84,12,2025-07-07,2025-07-19,4.88,1420.66,47.36,12,3.124999959726592
WMCC4AAA,Organic Rolls,Perishable,Bakery,24,9,123,123,8.68,8.68,107,1.07,1,2025-07-07,2025-07-10,6.31,1571.51,52.38,3,2.0427643722430746
WM90C9F5,Fresh Potatoes,Perishable,Produce,3,0,80,19,6.25,5.59,55,0.66,2,2025-06-19,2025-06-21,5.34,1649.0,54.97,0,0.3456430703669715
WMA3EC32,Canned Pasta 12oz,Perishable,Grocery,638,635,383,196,9.22,9.22,79,1.32,12,2025-06-28,2025-07-10,8.74,1028.82,34.29,8,8.019830640350708
WM816146,Organic Beans 12oz,Perishable,Grocery,599,166,373,632,4.65,4.65,59,0.59,12,2025-07-07,2025-07-19,5.17,1032.0,34.4,12,9.244185636467794
WM74D52F,Fresh Peppers 12oz,Perishable,Produce,5,0,79,16,9.18,7.45,2,1.73,1,2025-06-30,2025-07-01,5.62,72.1,2.4,0,6.666666401757145
WM0421A6,Kellogg's Cream,Perishable,Dairy,34,1,347,379,9.89,8.27,92,0.99,1,2025-07-07,2025-07-09,5.43,1398.4,46.61,2,2.660373275611178
WM7A2910,Organic Speaker,Non-Perishable,Electronics,361,52,151,0,36.57,36.57,45,9.36,13,2025-06-30,2025-07-13,3.48,2665.64,88.85,11,0.5064715900147925
WMD0184D,Heinz Chicken,Perishable,Meat,11,8,166,176,9.98,9.98,33,1.46,2,2025-07-07,2025-07-11,2.23,379.71,12.66,4,3.3965245275093614
WM571085,Sara Lee Cereal 12oz,Perishable,Grocery,363,342,290,146,5.67,5.67,15,0.98,10,2025-06-23,2025-07-03,6.26,264.33,8.81,1,18.27468698429469
WM2A93DF,Uncle Ben's Rolls 16oz,Perishable,Bakery,3,0,239,239,5.66,5.66,128,0.72,1,2025-07-07,2025-07-09,5.86,2389.72,79.66,2,1.6068289494805
WM54E127,Organic Bagels,Perishable,Bakery,22,15,107,153,9.74,9.74,45,1.3,1,2025-07-07,2025-07-10,2.68,654.71,21.82,3,4.170485851179252
WM89ADE9,Canned Rice 12oz,Perishable,Grocery,691,517,413,163,6.49,6.49,57,0.0,9,2025-06-27,2025-07-06,6.39,1619.21,53.97,4,4.076338614489544
WM6AF93B,Great Value Muffins,Perishable,Bakery,7,6,487,789,9.01,9.01,133,1.58,2,2025-07-07,2025-07-10,2.88,1563.45,52.12,3,8.346124499513099
WM37FBEA,Heinz Cereal 16oz,Non-Perishable,Grocery,584,373,445,649,7.19,7.19,53,1.27,8,2025-07-07,2025-07-15,3.0,650.49,21.68,8,11.854243375570665
WM0651A7,Barilla Butter,Perishable,Dairy,22,3,311,364,2.86,2.86,35,0.27,1,2025-07-07,2025-07-09,4.95,899.91,30.0,2,2.933333333333333
WMA57542,Uncle Ben's Muffins,Perishable,Bakery,38,18,140,140,9.25,9.25,58,1.01,2,2025-07-07,2025-07-09,1.46,1241.54,41.38,2,1.4016432697651875
WMCCA5C3,Del Monte Pasta 12oz,Perishable,Grocery,534,529,377,518,8.83,8.83,144,1.33,9,2025-07-07,2025-07-16,2.54,1805.15,60.17,9,4.736579835016399
WM623D2E,Kellogg's Muffins,Perishable,Bakery,36,33,210,255,6.43,6.43,69,1.14,2,2025-07-07,2025-07-11,4.24,954.68,31.82,4,3.5826524542218343
WMB5C824,Great Value Cream 16oz,Perishable,Dairy,26,5,187,15,7.79,7.79,86,0.54,1,2025-07-01,2025-07-02,3.78,1661.65,55.39,0,1.823433852914528
WMCA7ED1,Heinz Croissants,Perishable,Bakery,56,24,335,474,8.21,8.21,117,0.83,2,2025-07-07,2025-07-09,0.58,1895.41,63.18,2,4.051915143454473
WMCCABFB,Tyson Beef Organic,Perishable,Meat,3,0,210,119,3.62,3.18,8,0.44,1,2025-06-24,2025-06-25,2.85,246.18,8.21,0,14.494518812067964
WM0DF15E,Del Monte Cream 12oz,Perishable,Dairy,43,7,223,223,8.77,8.77,59,0.65,2,2025-07-07,2025-07-11,2.13,1403.74,46.79,4,1.2609531704544323
WMED7DA1,Tyson Rice 12oz,Perishable,Grocery,650,574,452,272,9.39,9.39,8,0.0,12,2025-06-23,2025-07-05,3.9,284.49,9.48,3,29.535866405110408
WM811AD9,Great Value Pasta,Perishable,Grocery,678,604,367,236,4.06,4.06,36,0.6,13,2025-06-21,2025-07-04,5.59,646.42,21.55,2,12.621810191632342
WMF49AB9,Great Value Paper Towels,Perishable,Household,303,265,123,123,18.72,18.72,73,4.35,10,2025-07-07,2025-07-17,7.71,1598.13,53.27,10,1.37037731129512
WM3FEE08,Sara Lee Butter 16oz,Perishable,Dairy,6,3,357,550,4.4,4.4,99,0.33,1,2025-07-07,2025-07-08,10.0,2145.54,71.52,1,4.08277424085014
WM86118D,Campbell's Beans 12oz,Perishable,Grocery,568,332,232,157,2.21,2.21,13,0.27,12,2025-07-01,2025-07-13,5.77,405.06,13.5,11,12.592592592592592
WMAF59C1,Great Value Shampoo,Non-Perishable,Personal Care,513,23,140,0,12.86,12.86,96,2.75,13,2025-06-29,2025-07-12,1.33,2314.99,77.17,10,1.24400676788706
WM2956B1,Heinz Butter 12oz,Perishable,Dairy,5,0,89,30,5.07,4.75,38,0.32,1,2025-06-22,2025-06-23,1.68,1168.57,38.95,0,0.7702182134113
WM367D96,Uncle Ben's Rice,Perishable,Grocery,628,285,350,235,2.88,2.88,62,0.0,13,2025-06-26,2025-07-09,3.9,1817.36,60.58,7,4.902607973308959
WM7F02A8,Organic Cereal,Perishable,Grocery,441,309,212,0,7.33,7.33,132,1.29,9,2025-06-23,2025-07-02,7.91,1852.12,61.74,0,2.1379979982416804
WMBCA148,Campbell's Pork 12oz,Perishable,Meat,9,3,400,493,1.55,1.55,7,0.16,2,2025-07-07,2025-07-09,3.48,141.66,4.72,2,21.18644161972296
WM3E3035,Organic Pasta,Non-Perishable,Grocery,713,422,227,38,1.2,1.2,13,0.12,7,2025-06-26,2025-07-03,7.46,277.31,9.24,1,5.5194806562022585
WMFDA3F2,Sara Lee Cereal 12oz,Perishable,Grocery,345,66,414,193,0.93,0.93,32,0.17,11,2025-06-23,2025-07-04,4.83,752.06,25.07,2,8.974870472234269
WM0977DE,Del Monte Cream 12oz,Perishable,Dairy,27,13,392,529,5.93,5.93,83,0.58,1,2025-07-07,2025-07-08,4.92,1495.2,49.84,1,4.4141251871279685
WM308DD1,Kellogg's Muffins Organic,Perishable,Bakery,54,0,252,94,2.65,2.24,53,0.41,2,2025-06-30,2025-07-02,3.02,1586.57,52.89,1,1.777273607199125
WM7D384A,Uncle Ben's Bread 16oz,Perishable,Bakery,6,0,427,502,6.55,5.89,22,0.0,2,2025-07-07,2025-07-10,3.35,698.84,23.29,3,4.164877466163194
WMC24ED1,Organic Cream,Perishable,Dairy,17,13,125,128,1.32,1.32,87,0.12,2,2025-07-07,2025-07-09,2.54,2307.7,76.92,2,1.1700468297246456
WM17537D,Canned Corn,Perishable,Grocery,386,177,349,546,2.62,2.62,32,0.34,10,2025-07-07,2025-07-18,7.36,722.87,24.1,11,9.50207453839196
WMAE5BC6,Organic Bagels 16oz,Perishable,Bakery,20,17,71,71,8.68,8.68,50,1.39,1,2025-07-07,2025-07-09,7.21,1451.1,48.37,2,1.033698596322291
WM791534,Uncle Ben's Bagels,Perishable,Bakery,56,39,438,343,7.2,7.2,54,1.01,1,2025-07-01,2025-07-02,4.9,839.26,27.98,0,14.188706450860414
WM382C72,Del Monte Cereal,Perishable,Grocery,394,153,440,829,3.31,3.31,26,0.66,9,2025-07-07,2025-07-17,6.32,469.49,15.65,10,26.51757253135151
WM455042,Organic Rolls,Perishable,Bakery,23,4,357,357,2.52,2.52,90,0.42,2,2025-07-07,2025-07-10,4.8,2173.11,72.44,3,1.2424074677909809
WM7700B7,Organic Potatoes 16oz,Perishable,Produce,5,2,387,488,3.54,3.19,122,0.68,1,2025-07-07,2025-07-09,5.25,2232.64,74.42,2,2.9965063892336343
WM372400,Great Value Pork,Perishable,Meat,13,5,241,335,9.6,9.6,99,0.73,2,2025-07-07,2025-07-10,4.61,1706.93,56.9,3,3.391915550515775
WMA6AAF7,Barilla Detergent,Non-Perishable,Household,625,487,247,370,3.75,3.75,67,0.0,11,2025-07-07,2025-07-20,4.8,2037.88,67.93,13,2.796996896016845
WM0B1C4E,Organic Butter,Perishable,Dairy,51,24,364,510,1.74,1.74,84,0.17,1,2025-07-07,2025-07-09,3.96,2127.6,70.92,2,3.24309089027463
WM3E94E7,Tyson Yogurt,Perishable,Dairy,47,0,306,134,1.01,0.94,24,0.07,1,2025-06-27,2025-06-28,5.38,732.62,24.42,0,5.487305470161827
WM1DC937,Fresh Bananas 16oz,Perishable,Produce,12,11,389,547,5.19,5.19,109,0.61,1,2025-07-07,2025-07-09,3.76,1964.82,65.49,2,4.0769584472335145
WMF00498,Del Monte Pasta,Perishable,Grocery,482,154,75,0,2.4,2.4,43,0.28,10,2025-07-01,2025-07-11,2.07,2038.07,67.94,9,0.6329113696615577
WMD919E2,Great Value Butter 16oz,Perishable,Dairy,31,11,130,180,2.18,2.18,2,0.19,2,2025-07-07,2025-07-10,7.81,139.59,4.65,3,11.18279546957538
WMADE5A2,Del Monte Batteries,Perishable,Electronics,556,163,324,450,23.45,23.45,43,7.63,9,2025-07-07,2025-07-17,5.15,138.17,4.61,10,36.65943494694954
WM997F3A,Great Value Speaker,Non-Perishable,Electronics,584,468,192,0,89.33,89.33,40,30.9,11,2025-06-27,2025-07-08,6.29,2534.28,84.48,6,0.4734848296702517
WM23B33F,Kellogg's Rice 12oz,Perishable,Grocery,554,67,147,116,9.83,9.83,29,0.0,11,2025-06-26,2025-07-07,6.23,938.05,31.27,5,4.6370322314465975
WME284EC,Kellogg's Speaker 16oz,Perishable,Electronics,646,363,393,393,60.45,60.45,113,17.53,7,2025-07-07,2025-07-16,6.07,2088.46,69.62,9,1.6230967472282625
WM6FB6A3,Organic Bagels 12oz,Perishable,Bakery,13,11,333,363,9.41,9.41,55,1.85,1,2025-07-07,2025-07-08,2.25,632.89,21.1,1,4.028435946126713
WM85A1D9,Organic Bread Organic,Perishable,Bakery,26,0,281,351,2.78,2.5,7,0.0,2,2025-07-07,2025-07-11,3.58,152.12,5.07,4,15.187376211620135
WMF76676,Kellogg's Lotion,Perishable,Personal Care,568,136,125,0,8.46,8.46,64,1.6,11,2025-06-23,2025-07-04,0.99,2185.01,72.83,2,0.8787587311677153
WM0EB034,Sara Lee Sausage 16oz,Perishable,Meat,5,0,353,586,6.91,6.22,96,0.62,1,2025-07-07,2025-07-10,3.92,1724.19,57.47,3,5.724725822373574
WMC5CAE6,Organic Onions 12oz,Perishable,Produce,6,2,407,498,6.12,5.51,24,0.89,1,2025-07-07,2025-07-08,4.26,365.38,12.18,1,9.441707481003249
WMA827C7,Barilla Pork,Perishable,Meat,8,3,139,139,3.24,3.24,48,0.4,1,2025-07-07,2025-07-09,2.66,1838.55,61.28,2,0.7832898328355801
WM8413E5,Barilla Bread,Perishable,Bakery,13,4,205,247,9.97,9.97,20,0.0,2,2025-07-07,2025-07-09,8.6,748.89,24.96,2,2.4839744500859986
WMC38B46,Canned Flakes,Perishable,Grocery,535,154,453,147,9.5,9.5,6,1.08,11,2025-06-29,2025-07-10,3.85,79.23,2.64,8,57.954543151638816
WMD2F947,Organic Cereal,Non-Perishable,Grocery,430,23,346,421,5.22,5.22,159,1.03,10,2025-07-07,2025-07-19,8.1,2423.07,80.77,12,2.8971153859777634
WM5999F7,Organic Lettuce,Perishable,Produce,3,2,113,129,3.27,2.94,58,0.59,2,2025-07-07,2025-07-10,5.98,1118.14,37.27,3,1.9855111105743264
WM50682E,Campbell's Chicken 16oz,Perishable,Meat,7,6,405,518,7.26,7.26,51,0.68,1,2025-07-07,2025-07-09,4.11,975.84,32.53,2,5.041500342888878
WM510E6D,Lettuce,Perishable,Produce,5,0,74,0,1.78,1.78,24,0.25,2,2025-07-01,2025-07-03,4.56,2348.01,78.27,1,0.3066309062136143
WM7F1214,Del Monte Butter 12oz,Perishable,Dairy,39,18,413,561,8.28,8.28,38,0.59,1,2025-07-07,2025-07-10,2.51,784.45,26.15,3,7.112810811216902
WMD9ED5C,Barilla Butter Organic,Perishable,Dairy,21,15,50,50,3.17,3.17,26,0.22,2,2025-07-07,2025-07-10,5.5,1941.73,64.72,3,0.4017305239432369
WM33C00B,Del Monte Rice,Perishable,Grocery,472,324,396,128,2.42,2.42,64,0.0,11,2025-06-22,2025-07-03,6.37,2069.92,69.0,1,2.782608695652174
